
logo
League 6216	
ResultsLeague Table
WEEK 1   22:08:00
ARS	2-2	ASV
WOL	0-2	MNC
BOU	1-1	BRI
CHE	2-1	LEI
NWC	0-0	BRN
CRY	2-1	WHU
SOU	0-1	TOT
LEE	0-4	LIV
FOR	2-3	EVE
FUL	1-2	MNU
WEEK 2   22:10:00
ASV	2-1	CHE
MNU	3-2	FOR
WHU	2-0	LEE
EVE	0-2	WOL
BRI	0-1	TOT
MNC	3-2	SOU
LEI	4-1	FUL
LIV	4-1	ARS
BRN	0-0	CRY
BOU	2-2	NWC
WEEK 3   22:12:00
CHE	0-3	LIV
TOT	2-0	MNC
FUL	0-0	ASV
LEE	0-0	BRN
WOL	2-0	MNU
SOU	0-2	EVE
FOR	0-1	LEI
CRY	1-1	BOU
NWC	2-1	BRI
ARS	1-1	WHU
WEEK 4   22:14:00
EVE	2-3	TOT
BRN	0-1	ARS
MNU	1-2	SOU
LIV	2-3	FUL
LEI	2-2	WOL
NWC	0-2	CRY
WHU	1-1	CHE
BRI	3-2	MNC
ASV	1-1	FOR
BOU	0-1	LEE
WEEK 5   22:16:00
WOL	0-2	ASV
LEE	1-2	NWC
ARS	5-0	BOU
CRY	0-1	BRI
SOU	0-1	LEI
CHE	1-1	BRN
MNC	0-1	EVE
FOR	0-3	LIV
FUL	0-1	WHU
TOT	0-5	MNU
WEEK 6   22:18:00
LIV	3-2	WOL
CRY	4-1	LEE
WHU	2-2	FOR
BRN	4-1	FUL
MNU	2-1	MNC
NWC	2-2	ARS
LEI	1-1	TOT
ASV	1-1	SOU
BRI	2-0	EVE
BOU	1-4	CHE
WEEK 7   22:20:00
FOR	2-1	BRN
FUL	3-2	BOU
SOU	1-0	LIV
CHE	0-0	NWC
EVE	2-0	MNU
TOT	3-1	ASV
MNC	0-1	LEI
ARS	2-2	CRY
WOL	2-1	WHU
LEE	0-1	BRI
WEEK 8   22:22:00
NWC	3-2	FUL
BRN	0-1	WOL
LEI	0-0	EVE
ASV	2-3	MNC
WHU	3-0	SOU
LEE	1-3	ARS
BRI	2-0	MNU
CRY	2-4	CHE
LIV	1-0	TOT
BOU	2-3	FOR
WEEK 9   22:24:00
TOT	1-1	WHU
MNC	2-3	LIV
ARS	2-2	BRI
FOR	2-1	NWC
FUL	2-0	CRY
MNU	2-2	LEI
EVE	0-2	ASV
CHE	6-0	LEE
WOL	1-1	BOU
SOU	0-1	BRN
WEEK 10   22:26:00
BRN	2-0	TOT
NWC	2-1	WOL
BOU	1-1	SOU
WHU	1-1	MNC
CRY	3-0	FOR
ARS	2-2	CHE
BRI	2-0	LEI
ASV	2-2	MNU
LIV	2-1	EVE
LEE	0-0	FUL
WEEK 11   22:28:00
MNC	4-0	BRN
EVE	1-2	WHU
FUL	1-2	ARS
SOU	0-4	NWC
CHE	1-2	BRI
WOL	2-1	CRY
TOT	1-0	BOU
MNU	0-2	LIV
FOR	1-0	LEE
LEI	3-1	ASV
WEEK 12   22:30:00
ARS	4-1	FOR
CHE	4-1	FUL
BOU	2-1	MNC
BRN	1-2	EVE
WHU	2-1	MNU
LEE	0-0	WOL
CRY	2-2	SOU
LIV	1-1	LEI
BRI	2-0	ASV
NWC	0-2	TOT
