
logo
League 6166	
ResultsLeague Table
BOU	1-0	TOT
BRN	0-3	MNC
NWC	1-1	EVE
WEEK 33   7:52:00
MNC	0-1	ARS
EVE	1-0	BOU
SOU	3-3	NWC
LEI	0-0	FOR
TOT	1-4	WHU
LEE	0-0	FUL
CHE	0-1	WOL
LIV	1-0	BRI
MNU	0-0	CRY
ASV	1-0	BRN
WEEK 34   7:54:00
FUL	0-2	TOT
NWC	3-0	MNU
BRI	2-1	CHE
ARS	1-1	ASV
FOR	0-1	LIV
WOL	5-0	MNC
CRY	1-0	LEI
BRN	0-1	LEE
WHU	0-2	EVE
BOU	2-2	SOU
WEEK 35   7:56:00
TOT	0-0	BRN
LEE	0-1	ARS
MNU	3-0	BOU
CHE	3-2	FOR
MNC	5-0	BRI
EVE	0-0	FUL
SOU	2-3	WHU
NWC	2-1	CRY
ASV	4-0	WOL
LIV	1-1	LEI
WEEK 36   7:58:00
WHU	1-2	MNU
BRI	0-2	ASV
BOU	2-1	NWC
LEI	0-1	CHE
ARS	0-0	TOT
FOR	0-2	MNC
CRY	1-2	LIV
FUL	1-2	SOU
BRN	2-1	EVE
WOL	3-1	LEE
WEEK 37   8:00:00
BOU	1-2	CRY
EVE	1-3	ARS
SOU	0-2	BRN
CHE	0-4	LIV
NWC	0-1	WHU
ASV	2-2	FOR
MNU	0-0	FUL
TOT	2-4	WOL
MNC	5-0	LEI
LEE	1-2	BRI
WEEK 38   8:02:00
CRY	4-1	CHE
ARS	2-0	SOU
WOL	1-1	EVE
BRN	1-5	MNU
BRI	2-2	TOT
LIV	1-2	MNC
FOR	2-0	LEE
LEI	1-1	ASV
FUL	0-1	NWC
WHU	2-2	BOU
