
logo
League 6155	
ResultsLeague Table
WEEK 1   16:52:00
TOT	3-1	LEE
WHU	2-2	SOU
FUL	1-0	WOL
MNU	2-2	NWC
MNC	2-0	CRY
FOR	1-0	BRI
EVE	1-2	LIV
ASV	1-5	CHE
BRN	0-0	BOU
LEI	2-1	ARS
WEEK 2   16:54:00
SOU	1-1	BRN
BRI	2-2	LEI
CHE	3-2	MNC
WOL	1-0	TOT
CRY	3-0	WHU
BOU	1-1	MNU
LIV	4-1	LEE
ARS	3-1	FUL
NWC	1-0	FOR
EVE	2-1	ASV
WEEK 3   16:56:00
MNC	1-0	EVE
TOT	3-1	ARS
LEI	2-2	NWC
ASV	3-3	LIV
BRN	1-3	CRY
MNU	1-1	SOU
FUL	1-1	BRI
FOR	1-3	BOU
LEE	0-0	WOL
WHU	2-2	CHE
WEEK 4   16:58:00
SOU	2-2	FOR
ARS	2-2	LEE
BOU	2-1	LEI
ASV	1-0	MNC
NWC	1-1	FUL
CRY	3-0	MNU
CHE	0-0	BRN
LIV	2-0	WOL
BRI	1-1	TOT
EVE	2-2	WHU
WEEK 5   17:00:00
LEI	1-1	SOU
WHU	1-0	ASV
MNU	2-3	CHE
WOL	1-0	ARS
BRN	0-0	EVE
FUL	2-0	BOU
MNC	2-2	LIV
FOR	0-0	CRY
LEE	1-4	BRI
TOT	2-2	NWC
WEEK 6   17:02:00
NWC	4-1	LEE
SOU	1-0	FUL
ASV	1-0	BRN
EVE	0-2	MNU
MNC	3-1	WHU
BOU	0-1	TOT
CHE	4-1	FOR
BRI	2-1	WOL
LIV	3-1	ARS
CRY	3-0	LEI
WEEK 7   17:04:00
LEI	0-2	CHE
WOL	3-3	NWC
WHU	1-4	LIV
TOT	1-1	SOU
BRN	1-2	MNC
ARS	1-1	BRI
MNU	4-2	ASV
FUL	2-1	CRY
FOR	2-0	EVE
LEE	0-2	BOU
WEEK 8   17:06:00
CRY	1-2	TOT
CHE	4-1	FUL
WHU	5-0	BRN
ASV	0-1	FOR
NWC	0-1	ARS
LIV	1-0	BRI
EVE	0-2	LEI
MNC	2-1	MNU
SOU	1-1	LEE
BOU	3-1	WOL
WEEK 9   17:08:00
LEI	3-0	ASV
BRN	2-1	LIV
ARS	4-0	BOU
WOL	3-1	SOU
FOR	0-3	MNC
TOT	0-0	CHE
BRI	1-2	NWC
FUL	1-1	EVE
MNU	1-1	WHU
LEE	3-0	CRY
WEEK 10   17:10:00
MNC	2-0	LEI
ASV	1-2	FUL
SOU	1-0	ARS
EVE	2-2	TOT
LIV	3-0	NWC
CHE	0-0	LEE
BOU	1-2	BRI
CRY	1-0	WOL
WHU	1-1	FOR
BRN	2-2	MNU
WEEK 11   17:12:00
FUL	0-3	MNC
TOT	2-0	ASV
FOR	3-2	BRN
ARS	1-0	CRY
MNU	1-2	LIV
LEE	2-0	EVE
BRI	3-0	SOU
NWC	3-0	BOU
LEI	1-1	WHU
WOL	1-2	CHE
WEEK 12   17:14:00
SOU	1-3	NWC
WHU	1-1	FUL
BRN	1-0	LEI
CHE	0-0	ARS
MNC	1-0	TOT
ASV	3-1	LEE
CRY	1-0	BRI
EVE	1-1	WOL
MNU	3-3	FOR
LIV	2-0	BOU
WEEK 13   17:16:00
BRI	0-0	CHE
TOT	1-0	WHU
WOL	2-2	ASV
LEE	0-1	MNC
NWC	4-0	CRY
ARS	3-2	EVE
BOU	3-2	SOU
FUL	1-2	BRN
FOR	3-1	LIV
LEI	0-0	MNU
WEEK 14   17:18:00
FOR	2-2	LEI
CRY	3-1	BOU
LIV	3-0	SOU
WHU	1-0	LEE
