
logo
League 1577	
ResultsLeague Table
WEEK 1   21:56:00
ARS	2-2	SHU
LIV	1-1	BOU
MNU	2-3	CRY
EVE	1-1	BUR
CHE	0-3	ASV
FUL	2-1	WOL
LUT	1-1	BRN
MNC	1-1	WHU
FOR	2-3	BRI
NWC	1-3	TOT
WEEK 2   21:58:00
WOL	2-2	LUT
SHU	1-2	CHE
BRN	0-2	MNC
ASV	3-2	NWC
WHU	4-2	FOR
CRY	1-1	LIV
BRI	3-1	MNU
BOU	0-2	ARS
BUR	0-3	TOT
EVE	2-1	FUL
WEEK 3   22:00:00
LIV	2-0	BRI
CHE	1-1	BOU
TOT	3-1	ASV
LUT	2-2	EVE
FOR	1-0	BRN
MNU	2-1	WHU
ARS	4-0	CRY
FUL	3-0	BUR
NWC	3-0	SHU
MNC	3-1	WOL
WEEK 4   22:02:00
EVE	0-1	MNC
BRI	0-1	ARS
BOU	2-4	NWC
CRY	1-4	CHE
BRN	1-1	MNU
BUR	1-2	ASV
FUL	2-0	LUT
WOL	1-0	FOR
SHU	1-2	TOT
WHU	2-1	LIV
WEEK 5   22:04:00
ASV	5-0	SHU
MNU	1-1	WOL
NWC	3-0	CRY
FOR	1-1	EVE
LIV	1-3	BRN
CHE	1-0	BRI
MNC	3-3	FUL
ARS	3-2	WHU
TOT	1-0	BOU
LUT	1-0	BUR
WEEK 6   22:06:00
EVE	1-1	MNU
BUR	2-1	SHU
LUT	0-5	MNC
BRN	2-3	ARS
BRI	0-1	NWC
WHU	3-1	CHE
FUL	0-0	FOR
WOL	0-0	LIV
CRY	4-2	TOT
BOU	1-2	ASV
WEEK 7   22:08:00
ARS	4-0	WOL
LIV	1-0	EVE
ASV	1-2	CRY
NWC	1-3	WHU
TOT	2-0	BRI
FOR	2-2	LUT
MNU	1-4	FUL
CHE	1-0	BRN
SHU	3-0	BOU
MNC	2-0	BUR
WEEK 8   22:10:00
BUR	4-0	BOU
FUL	1-1	LIV
BRN	0-4	NWC
LUT	1-2	MNU
WOL	1-0	CHE
WHU	2-3	TOT
BRI	1-0	ASV
CRY	3-0	SHU
EVE	0-3	ARS
MNC	1-0	FOR
WEEK 9   22:12:00
SHU	0-0	BRI
LIV	2-0	LUT
CHE	3-3	EVE
NWC	1-1	WOL
BOU	3-3	CRY
TOT	0-1	BRN
ASV	1-0	WHU
FOR	1-1	BUR
ARS	3-1	FUL
MNU	0-1	MNC
WEEK 10   22:14:00
FUL	3-1	CHE
