
logo
League 6171	
ResultsLeague Table
WEEK 1   13:08:00
ASV	2-0	BRN
BRI	1-1	MNC
ARS	1-2	MNU
TOT	3-0	NWC
LEE	3-1	BOU
WHU	1-0	LIV
FUL	1-3	CRY
SOU	1-1	WOL
EVE	2-3	LEI
FOR	0-0	CHE
WEEK 2   13:10:00
BRN	2-3	MNC
ASV	0-2	TOT
WOL	1-1	FUL
CRY	2-1	BRI
MNU	3-0	SOU
LEI	1-1	ARS
NWC	3-1	FOR
CHE	2-3	WHU
BOU	1-1	EVE
LIV	2-0	LEE
WEEK 3   13:12:00
LEE	1-0	CHE
MNC	3-0	CRY
WHU	1-1	NWC
ARS	1-0	BOU
EVE	2-2	LIV
SOU	1-1	LEI
FUL	0-2	MNU
FOR	2-2	ASV
TOT	0-0	BRN
BRI	2-1	WOL
WEEK 4   13:14:00
MNU	2-2	BRI
ASV	2-4	WHU
BRN	2-1	CRY
BOU	1-3	SOU
CHE	0-0	EVE
LIV	3-0	ARS
WOL	0-0	MNC
TOT	3-3	FOR
LEI	1-3	FUL
NWC	2-1	LEE
WEEK 5   13:16:00
EVE	2-0	NWC
BRI	1-2	LEI
SOU	0-3	LIV
FOR	1-3	BRN
WHU	2-0	TOT
LEE	2-1	ASV
FUL	4-1	BOU
CRY	0-4	WOL
MNC	1-0	MNU
ARS	1-3	CHE
WEEK 6   13:18:00
LEI	1-3	MNC
BRN	0-2	WOL
TOT	2-0	LEE
LIV	3-1	FUL
MNU	3-0	CRY
FOR	0-0	WHU
CHE	4-0	SOU
ASV	1-0	EVE
BOU	1-3	BRI
NWC	2-3	ARS
WEEK 7   13:20:00
WHU	0-0	BRN
MNC	3-0	BOU
CRY	0-0	LEI
ARS	3-1	ASV
FUL	0-0	CHE
LEE	0-2	FOR
BRI	0-1	LIV
WOL	3-0	MNU
EVE	1-0	TOT
SOU	1-0	NWC
WEEK 8   13:22:00
LEI	1-1	WOL
CHE	1-0	BRI
NWC	3-1	FUL
WHU	0-1	LEE
ASV	2-0	SOU
BRN	1-2	MNU
LIV	1-1	MNC
FOR	0-3	EVE
TOT	1-2	ARS
BOU	2-1	CRY
WEEK 9   13:24:00
CRY	1-2	LIV
MNC	0-2	CHE
