
logo
League 6180	
ResultsLeague Table
WEEK 1   0:32:00
FOR	2-2	ASV
ARS	2-2	MNC
MNU	1-1	SOU
WOL	0-1	NWC
BRI	1-0	CHE
LIV	1-0	LEI
BRN	1-2	EVE
LEE	2-1	BOU
WHU	1-4	CRY
FUL	1-2	TOT
WEEK 2   0:34:00
FUL	0-1	LEE
MNC	1-1	LIV
EVE	2-2	ARS
BOU	0-1	MNU
TOT	1-2	LEI
SOU	2-2	WHU
ASV	0-1	WOL
CRY	1-0	BRI
NWC	1-1	BRN
CHE	4-1	FOR
WEEK 3   0:36:00
WHU	1-0	BOU
ARS	2-1	NWC
WOL	0-0	CHE
FOR	1-2	CRY
MNU	3-0	FUL
LIV	1-1	EVE
BRI	0-2	SOU
BRN	0-1	ASV
LEI	1-0	MNC
LEE	0-1	TOT
WEEK 4   0:38:00
CHE	1-3	BRN
NWC	0-1	LIV
TOT	0-1	MNC
ASV	0-0	ARS
EVE	1-3	LEI
LEE	1-2	MNU
CRY	1-1	WOL
BOU	1-0	BRI
SOU	3-1	FOR
FUL	0-2	WHU
WEEK 5   0:40:00
FOR	2-2	BOU
WOL	1-0	SOU
BRI	2-2	FUL
BRN	1-0	CRY
MNC	3-0	EVE
WHU	5-0	LEE
LIV	6-0	ASV
MNU	2-1	TOT
LEI	1-4	NWC
ARS	2-1	CHE
WEEK 6   0:42:00
NWC	1-0	MNC
FUL	2-0	FOR
CHE	3-1	LIV
SOU	0-2	BRN
TOT	2-0	EVE
ASV	3-1	LEI
CRY	1-2	ARS
MNU	1-1	WHU
BOU	3-0	WOL
LEE	0-0	BRI
WEEK 7   0:44:00
FOR	0-0	LEE
MNC	3-2	ASV
WOL	1-2	FUL
LEI	2-1	CHE
LIV	4-0	CRY
BRN	1-2	BOU
EVE	2-1	NWC
BRI	0-2	MNU
WHU	0-0	TOT
ARS	2-0	SOU
WEEK 8   0:46:00
ASV	1-0	EVE
CHE	0-2	MNC
TOT	1-1	NWC
BOU	2-2	ARS
LEE	1-1	WOL
WHU	2-1	BRI
SOU	2-4	LIV
MNU	3-0	FOR
FUL	1-1	BRN
CRY	2-2	LEI
WEEK 9   0:48:00
BRI	0-1	TOT
LIV	0-1	BOU
WOL	1-2	MNU
MNC	4-1	CRY
NWC	3-1	ASV
BRN	2-1	LEE
FOR	1-1	WHU
LEI	2-2	SOU
ARS	2-2	FUL
EVE	2-0	CHE
WEEK 10   0:50:00
CRY	3-1	EVE
CHE	1-2	NWC
FUL	0-2	LIV
BOU	2-2	LEI
SOU	0-0	MNC
BRI	2-3	FOR
WHU	2-1	WOL
TOT	1-2	ASV
MNU	4-0	BRN
LEE	0-0	ARS
WEEK 11   0:52:00
EVE	2-0	SOU
LEI	1-0	FUL
LIV	2-1	LEE
NWC	1-2	CRY
ASV	2-4	CHE
FOR	0-2	TOT
WOL	1-1	BRI
BRN	1-2	WHU
ARS	0-0	MNU
MNC	5-0	BOU
WEEK 12   0:54:00
TOT	3-1	CHE
CRY	2-2	ASV
WHU	1-0	ARS
LEE	4-1	LEI
BRI	2-0	BRN
SOU	2-1	NWC
FOR	0-0	WOL
BOU	1-2	EVE
FUL	0-2	MNC
MNU	2-2	LIV
WEEK 13   0:56:00
BRN	1-0	FOR
