
logo
League 6211	
ResultsLeague Table
WEEK 1   15:48:00
BOU	0-0	CHE
BRN	0-2	LIV
FOR	0-1	TOT
WHU	3-1	BRI
ARS	1-2	LEE
LEI	5-1	FUL
MNU	0-0	CRY
ASV	2-1	EVE
SOU	2-2	MNC
NWC	2-2	WOL
WEEK 2   15:50:00
CRY	1-0	SOU
FUL	1-2	ARS
TOT	1-0	LEI
LEE	2-1	ASV
WOL	3-0	BRI
CHE	1-1	WHU
EVE	1-0	BOU
LIV	2-0	MNU
NWC	3-2	BRN
MNC	0-0	FOR
WEEK 3   15:52:00
ARS	5-1	TOT
SOU	1-1	LIV
FOR	1-1	CRY
ASV	3-0	FUL
MNU	1-0	NWC
BOU	1-0	LEE
BRI	2-2	CHE
LEI	0-0	MNC
WHU	2-0	EVE
BRN	3-1	WOL
WEEK 4   15:54:00
BRN	1-2	MNU
MNC	3-1	ARS
FUL	3-0	BOU
NWC	0-3	SOU
EVE	2-2	BRI
CRY	1-0	LEI
LEE	1-2	WHU
LIV	3-1	FOR
TOT	2-0	ASV
WOL	0-1	CHE
WEEK 5   15:56:00
BOU	2-2	TOT
ASV	2-4	MNC
CHE	0-0	EVE
SOU	0-1	BRN
WHU	1-0	FUL
ARS	3-2	CRY
BRI	2-3	LEE
FOR	0-2	NWC
LEI	0-2	LIV
MNU	1-2	WOL
WEEK 6   15:58:00
CRY	0-0	ASV
MNC	3-0	BOU
FUL	0-1	BRI
MNU	1-3	SOU
LIV	2-0	ARS
WOL	0-2	EVE
LEE	3-1	CHE
TOT	1-1	WHU
BRN	1-0	FOR
NWC	2-1	LEI
WEEK 7   16:00:00
CHE	2-2	FUL
ARS	1-1	NWC
WHU	1-1	MNC
SOU	3-2	WOL
BOU	2-0	CRY
FOR	1-0	MNU
EVE	3-1	LEE
LEI	2-0	BRN
ASV	0-1	LIV
BRI	0-3	TOT
WEEK 8   16:02:00
CRY	1-0	WHU
FUL	0-0	EVE
MNU	2-0	LEI
SOU	1-2	FOR
BRN	0-0	ARS
WOL	3-1	LEE
MNC	3-1	BRI
NWC	1-1	ASV
TOT	0-2	CHE
LIV	2-0	BOU
WEEK 9   16:04:00
CHE	1-1	MNC
LEI	1-1	SOU
BRI	2-0	CRY
WHU	0-3	LIV
BOU	0-0	NWC
