combination,balance
03112,"(6432, 276, -3720000, (0, 3, 1, 1, 2))"
10312,"(6431, 301, -6975000, (1, 0, 3, 1, 2))"
23110,"(6430, 283, -4640000, (2, 3, 1, 1, 0))"
02113,"(6427, 279, -4135000, (0, 2, 1, 1, 3))"
01321,"(6425, 287, -5185000, (0, 1, 3, 2, 1))"
01213,"(6424, 307, -7790000, (0, 1, 2, 1, 3))"
13210,"(6424, 294, -6100000, (1, 3, 2, 1, 0))"
02311,"(6423, 294, -6105000, (0, 2, 3, 1, 1))"
31210,"(6422, 287, -5200000, (3, 1, 2, 1, 0))"
03211,"(6419, 295, -6255000, (0, 3, 2, 1, 1))"
21130,"(6419, 284, -4825000, (2, 1, 1, 3, 0))"
10123,"(6418, 295, -6260000, (1, 0, 1, 2, 3))"
03121,"(6416, 295, -6270000, (0, 3, 1, 2, 1))"
31021,"(6416, 265, -2370000, (3, 1, 0, 2, 1))"
11023,"(6411, 293, -6035000, (1, 1, 0, 2, 3))"
10213,"(6407, 299, -6835000, (1, 0, 2, 1, 3))"
20311,"(6401, 307, -7905000, (2, 0, 3, 1, 1))"
31201,"(6398, 286, -5190000, (3, 1, 2, 0, 1))"
12013,"(6396, 281, -4550000, (1, 2, 0, 1, 3))"
30121,"(6393, 262, -2095000, (3, 0, 1, 2, 1))"
11203,"(6377, 289, -5685000, (1, 1, 2, 0, 3))"
12103,"(6362, 290, -5890000, (1, 2, 1, 0, 3))"
31012,"(6358, 260, -2010000, (3, 1, 0, 1, 2))"
20113,"(6357, 287, -5525000, (2, 0, 1, 1, 3))"
30211,"(6355, 294, -6445000, (3, 0, 2, 1, 1))"
31102,"(6351, 272, -3605000, (3, 1, 1, 0, 2))"
21013,"(6350, 279, -4520000, (2, 1, 0, 1, 3))"
21103,"(6334, 276, -4210000, (2, 1, 1, 0, 3))"
30112,"(6304, 278, -4620000, (3, 0, 1, 1, 2))"
12131,"(6239, 286, -5985000, (1, 2, 1, 3, 1))"
22022,"(6235, 265, -3275000, (2, 2, 0, 2, 2))"
13121,"(6223, 283, -5675000, (1, 3, 1, 2, 1))"
21131,"(6221, 258, -2435000, (2, 1, 1, 3, 1))"
11231,"(6216, 260, -2720000, (1, 1, 2, 3, 1))"
13112,"(6206, 273, -4460000, (1, 3, 1, 1, 2))"
12311,"(6200, 279, -5270000, (1, 2, 3, 1, 1))"
11312,"(6196, 274, -4640000, (1, 1, 3, 1, 2))"
13211,"(6195, 279, -5295000, (1, 3, 2, 1, 1))"
11321,"(6192, 280, -5440000, (1, 1, 3, 2, 1))"
11132,"(6192, 262, -3100000, (1, 1, 1, 3, 2))"
21311,"(6166, 282, -5830000, (2, 1, 3, 1, 1))"
31121,"(6160, 250, -1700000, (3, 1, 1, 2, 1))"
20222,"(6159, 280, -5605000, (2, 0, 2, 2, 2))"
23111,"(6155, 271, -4455000, (2, 3, 1, 1, 1))"
22202,"(6149, 280, -5655000, (2, 2, 2, 0, 2))"
12113,"(6145, 273, -4765000, (1, 2, 1, 1, 3))"
11213,"(6139, 285, -6355000, (1, 1, 2, 1, 3))"
31211,"(6120, 276, -5280000, (3, 1, 2, 1, 1))"
11123,"(6118, 268, -4250000, (1, 1, 1, 2, 3))"
32111,"(6113, 260, -3235000, (3, 2, 1, 1, 1))"
21113,"(6101, 268, -4335000, (2, 1, 1, 1, 3))"
31112,"(6081, 256, -2875000, (3, 1, 1, 1, 2))"
22122,"(5908, 254, -3480000, (2, 2, 1, 2, 2))"
20032,"(5890, 230, -450000, (2, 0, 0, 3, 2))"
23002,"(5849, 274, -6375000, (2, 3, 0, 0, 2))"
02032,"(5848, 245, -2610000, (0, 2, 0, 3, 2))"
21222,"(5837, 252, -3575000, (2, 1, 2, 2, 2))"
20320,"(5821, 270, -5995000, (2, 0, 3, 2, 0))"
02302,"(5821, 251, -3525000, (0, 2, 3, 0, 2))"
23020,"(5820, 244, -2620000, (2, 3, 0, 2, 0))"
22212,"(5794, 262, -5090000, (2, 2, 2, 1, 2))"
32020,"(5794, 235, -1580000, (3, 2, 0, 2, 0))"
03202,"(5777, 257, -4525000, (0, 3, 2, 0, 2))"
02023,"(5748, 252, -4020000, (0, 2, 0, 2, 3))"
20230,"(5748, 249, -3630000, (2, 0, 2, 3, 0))"
03022,"(5713, 248, -3675000, (0, 3, 0, 2, 2))"
20023,"(5710, 270, -6550000, (2, 0, 0, 2, 3))"
20302,"(5705, 255, -4625000, (2, 0, 3, 0, 2))"
32002,"(5698, 260, -5310000, (3, 2, 0, 0, 2))"
30220,"(5698, 260, -5310000, (3, 0, 2, 2, 0))"
02203,"(5684, 247, -3690000, (0, 2, 2, 0, 3))"
22030,"(5678, 239, -2680000, (2, 2, 0, 3, 0))"
21032,"(5671, 226, -1025000, (2, 1, 0, 3, 2))"
20132,"(5660, 226, -1080000, (2, 0, 1, 3, 2))"
22003,"(5633, 269, -6805000, (2, 2, 0, 0, 3))"
12032,"(5624, 240, -3080000, (1, 2, 0, 3, 2))"
23102,"(5617, 259, -5585000, (2, 3, 1, 0, 2))"
30022,"(5614, 232, -2090000, (3, 0, 0, 2, 2))"
23012,"(5605, 259, -5645000, (2, 3, 0, 1, 2))"
23021,"(5598, 234, -2430000, (2, 3, 0, 2, 1))"
22300,"(5598, 225, -1260000, (2, 2, 3, 0, 0))"
02230,"(5596, 232, -2180000, (0, 2, 2, 3, 0))"
32200,"(5588, 245, -3910000, (3, 2, 2, 0, 0))"
12302,"(5581, 237, -2905000, (1, 2, 3, 0, 2))"
03220,"(5577, 259, -5785000, (0, 3, 2, 2, 0))"
00322,"(5577, 255, -5265000, (0, 0, 3, 2, 2))"
02132,"(5567, 236, -2845000, (0, 2, 1, 3, 2))"
02222,"(5564, 244, -3900000, (0, 2, 2, 2, 2))"
22220,"(5563, 244, -3905000, (2, 2, 2, 2, 0))"
20321,"(5561, 266, -6775000, (2, 0, 3, 2, 1))"
00223,"(5559, 262, -6265000, (0, 0, 2, 2, 3))"
02312,"(5553, 240, -3435000, (0, 2, 3, 1, 2))"
21320,"(5549, 254, -5275000, (2, 1, 3, 2, 0))"
13202,"(5547, 257, -5675000, (1, 3, 2, 0, 2))"
02320,"(5547, 245, -4115000, (0, 2, 3, 2, 0))"
23120,"(5547, 237, -3075000, (2, 3, 1, 2, 0))"
00232,"(5545, 236, -2955000, (0, 0, 2, 3, 2))"
20203,"(5543, 261, -6215000, (2, 0, 2, 0, 3))"
23200,"(5541, 248, -4535000, (2, 3, 2, 0, 0))"
21302,"(5540, 230, -2200000, (2, 1, 3, 0, 2))"
20231,"(5535, 237, -3135000, (2, 0, 2, 3, 1))"
30202,"(5524, 254, -5400000, (3, 0, 2, 0, 2))"
13022,"(5524, 244, -4100000, (1, 3, 0, 2, 2))"
20123,"(5522, 258, -5930000, (2, 0, 1, 2, 3))"
32021,"(5521, 232, -2555000, (3, 2, 0, 2, 1))"
32120,"(5508, 224, -1580000, (3, 2, 1, 2, 0))"
21230,"(5504, 236, -3160000, (2, 1, 2, 3, 0))"
02123,"(5503, 241, -3815000, (0, 2, 1, 2, 3))"
20312,"(5501, 245, -4345000, (2, 0, 3, 1, 2))"
03212,"(5497, 239, -3585000, (0, 3, 2, 1, 2))"
22031,"(5495, 228, -2165000, (2, 2, 0, 3, 1))"
32012,"(5483, 240, -3785000, (3, 2, 0, 1, 2))"
21023,"(5479, 257, -6015000, (2, 1, 0, 2, 3))"
22130,"(5479, 227, -2115000, (2, 2, 1, 3, 0))"
12023,"(5477, 240, -3815000, (1, 2, 0, 2, 3))"
32102,"(5476, 248, -4860000, (3, 2, 1, 0, 2))"
02213,"(5474, 241, -3960000, (0, 2, 2, 1, 3))"
03122,"(5470, 245, -4500000, (0, 3, 1, 2, 2))"
31220,"(5466, 245, -4520000, (3, 1, 2, 2, 0))"
22013,"(5431, 255, -5995000, (2, 2, 0, 1, 3))"
31022,"(5430, 219, -1320000, (3, 1, 0, 2, 2))"
30221,"(5429, 252, -5615000, (3, 0, 2, 2, 1))"
12203,"(5429, 240, -4055000, (1, 2, 2, 0, 3))"
22103,"(5426, 258, -6410000, (2, 2, 1, 0, 3))"
22301,"(5410, 216, -1030000, (2, 2, 3, 0, 1))"
30122,"(5403, 218, -1325000, (3, 0, 1, 2, 2))"
21132,"(5384, 220, -1680000, (2, 1, 1, 3, 2))"
21203,"(5373, 248, -5375000, (2, 1, 2, 0, 3))"
23201,"(5370, 237, -3960000, (2, 3, 2, 0, 1))"
31202,"(5370, 233, -3440000, (3, 1, 2, 0, 2))"
10232,"(5365, 231, -3205000, (1, 0, 2, 3, 2))"
10322,"(5364, 250, -5680000, (1, 0, 3, 2, 2))"
12230,"(5357, 224, -2335000, (1, 2, 2, 3, 0))"
20213,"(5351, 256, -6525000, (2, 0, 2, 1, 3))"
32201,"(5348, 240, -4460000, (3, 2, 2, 0, 1))"
32210,"(5347, 236, -3945000, (3, 2, 2, 1, 0))"
22310,"(5339, 215, -1255000, (2, 2, 3, 1, 0))"
03221,"(5336, 250, -5820000, (0, 3, 2, 2, 1))"
01322,"(5336, 235, -3870000, (0, 1, 3, 2, 2))"
01223,"(5332, 243, -4930000, (0, 1, 2, 2, 3))"
10223,"(5330, 242, -4810000, (1, 0, 2, 2, 3))"
02231,"(5329, 226, -2735000, (0, 2, 2, 3, 1))"
13220,"(5320, 253, -6290000, (1, 3, 2, 2, 0))"
30212,"(5311, 248, -5685000, (3, 0, 2, 1, 2))"
12132,"(5310, 232, -3610000, (1, 2, 1, 3, 2))"
23112,"(5306, 238, -4410000, (2, 3, 1, 1, 2))"
02321,"(5299, 233, -3795000, (0, 2, 3, 2, 1))"
01232,"(5298, 224, -2630000, (0, 1, 2, 3, 2))"
22221,"(5297, 228, -3155000, (2, 2, 2, 2, 1))"
23210,"(5295, 233, -3815000, (2, 3, 2, 1, 0))"
12320,"(5294, 232, -3690000, (1, 2, 3, 2, 0))"
23121,"(5287, 222, -2425000, (2, 3, 1, 2, 1))"
21312,"(5278, 217, -1820000, (2, 1, 3, 1, 2))"
12312,"(5268, 228, -3300000, (1, 2, 3, 1, 2))"
21321,"(5264, 240, -4880000, (2, 1, 3, 2, 1))"
12222,"(5258, 240, -4910000, (1, 2, 2, 2, 2))"
21231,"(5252, 219, -2210000, (2, 1, 2, 3, 1))"
21123,"(5243, 242, -5245000, (2, 1, 1, 2, 3))"
22131,"(5238, 213, -1500000, (2, 2, 1, 3, 1))"
13212,"(5237, 232, -3975000, (1, 3, 2, 1, 2))"
13122,"(5217, 238, -4855000, (1, 3, 1, 2, 2))"
32121,"(5212, 215, -1890000, (3, 2, 1, 2, 1))"
12123,"(5210, 230, -3850000, (1, 2, 1, 2, 3))"
32112,"(5186, 231, -4100000, (3, 2, 1, 1, 2))"
12213,"(5181, 231, -4125000, (1, 2, 2, 1, 3))"
31221,"(5173, 238, -5075000, (3, 1, 2, 2, 1))"
22113,"(5163, 246, -6165000, (2, 2, 1, 1, 3))"
31122,"(5155, 205, -875000, (3, 1, 1, 2, 2))"
21213,"(5129, 237, -5165000, (2, 1, 2, 1, 3))"
31212,"(5101, 228, -4135000, (3, 1, 2, 1, 2))"
12231,"(5096, 216, -2600000, (1, 2, 2, 3, 1))"
13221,"(5083, 242, -6045000, (1, 3, 2, 2, 1))"
11322,"(5061, 224, -3815000, (1, 1, 3, 2, 2))"
11232,"(5060, 211, -2130000, (1, 1, 2, 3, 2))"
22311,"(5060, 204, -1220000, (2, 2, 3, 1, 1))"
12321,"(5058, 224, -3830000, (1, 2, 3, 2, 1))"
23211,"(5033, 221, -3565000, (2, 3, 2, 1, 1))"
32211,"(5032, 226, -4220000, (3, 2, 2, 1, 1))"
11223,"(5027, 223, -3855000, (1, 1, 2, 2, 3))"
30003,"(4898, 236, -6190000, (3, 0, 0, 0, 3))"
31003,"(4714, 227, -5940000, (3, 1, 0, 0, 3))"
30103,"(4699, 226, -5885000, (3, 0, 1, 0, 3))"
30013,"(4694, 231, -6560000, (3, 0, 0, 1, 3))"
00303,"(4694, 194, -1750000, (0, 0, 3, 0, 3))"
03030,"(4680, 203, -2990000, (0, 3, 0, 3, 0))"
30030,"(4668, 186, -840000, (3, 0, 0, 3, 0))"
03003,"(4653, 198, -2475000, (0, 3, 0, 0, 3))"
30300,"(4647, 243, -8355000, (3, 0, 3, 0, 0))"
33000,"(4613, 191, -1765000, (3, 3, 0, 0, 0))"
00330,"(4595, 211, -4455000, (0, 0, 3, 3, 0))"
00033,"(4590, 211, -4480000, (0, 0, 0, 3, 3))"
03300,"(4588, 218, -5400000, (0, 3, 3, 0, 0))"
22032,"(4571, 181, -675000, (2, 2, 0, 3, 2))"
01303,"(4541, 174, 85000, (0, 1, 3, 0, 3))"
23022,"(4535, 193, -2415000, (2, 3, 0, 2, 2))"
04000,"(4521, 187, -1705000, (0, 4, 0, 0, 0))"
00040,"(4520, 187, -1710000, (0, 0, 0, 4, 0))"
13030,"(4515, 195, -2775000, (1, 3, 0, 3, 0))"
31030,"(4513, 177, -445000, (3, 1, 0, 3, 0))"
00004,"(4511, 201, -3575000, (0, 0, 0, 0, 4))"
00400,"(4508, 198, -3200000, (0, 0, 4, 0, 0))"
31103,"(4507, 214, -5285000, (3, 1, 1, 0, 3))"
00313,"(4507, 193, -2555000, (0, 0, 3, 1, 3))"
40000,"(4505, 201, -3605000, (4, 0, 0, 0, 0))"
03130,"(4505, 191, -2305000, (0, 3, 1, 3, 0))"
31013,"(4504, 215, -5430000, (3, 1, 0, 1, 3))"
03031,"(4502, 198, -3230000, (0, 3, 0, 3, 1))"
30130,"(4502, 181, -1020000, (3, 0, 1, 3, 0))"
03103,"(4499, 191, -2335000, (0, 3, 1, 0, 3))"
20322,"(4490, 195, -2900000, (2, 0, 3, 2, 2))"
03013,"(4490, 191, -2380000, (0, 3, 0, 1, 3))"
22302,"(4479, 179, -875000, (2, 2, 3, 0, 2))"
31300,"(4478, 222, -6470000, (3, 1, 3, 0, 0))"
30310,"(4473, 228, -7275000, (3, 0, 3, 1, 0))"
30113,"(4473, 224, -6755000, (3, 0, 1, 1, 3))"
20232,"(4468, 187, -1970000, (2, 0, 2, 3, 2))"
30031,"(4465, 178, -815000, (3, 0, 0, 3, 1))"
01033,"(4462, 200, -3690000, (0, 1, 0, 3, 3))"
23202,"(4460, 206, -4480000, (2, 3, 2, 0, 2))"
10330,"(4456, 210, -5020000, (1, 0, 3, 3, 0))"
33010,"(4455, 188, -2165000, (3, 3, 0, 1, 0))"
13003,"(4453, 194, -2955000, (1, 3, 0, 0, 3))"
10303,"(4448, 182, -1420000, (1, 0, 3, 0, 3))"
03301,"(4439, 207, -4715000, (0, 3, 3, 0, 1))"
22023,"(4406, 210, -5270000, (2, 2, 0, 2, 3))"
33001,"(4400, 183, -1790000, (3, 3, 0, 0, 1))"
30301,"(4394, 231, -8060000, (3, 0, 3, 0, 1))"
33100,"(4384, 182, -1740000, (3, 3, 1, 0, 0))"
01330,"(4383, 201, -4215000, (0, 1, 3, 3, 0))"
32022,"(4381, 193, -3185000, (3, 2, 0, 2, 2))"
04100,"(4381, 186, -2275000, (0, 4, 1, 0, 0))"
00041,"(4379, 187, -2415000, (0, 0, 0, 4, 1))"
41000,"(4379, 183, -1895000, (4, 1, 0, 0, 0))"
00133,"(4376, 202, -4380000, (0, 0, 1, 3, 3))"
13300,"(4374, 209, -5300000, (1, 3, 3, 0, 0))"
14000,"(4374, 191, -2960000, (1, 4, 0, 0, 0))"
10033,"(4372, 207, -5050000, (1, 0, 0, 3, 3))"
32202,"(4372, 205, -4790000, (3, 2, 2, 0, 2))"
22203,"(4370, 208, -5190000, (2, 2, 2, 0, 3))"
00410,"(4368, 197, -3770000, (0, 0, 4, 1, 0))"
01400,"(4368, 193, -3250000, (0, 1, 4, 0, 0))"
00014,"(4367, 199, -4035000, (0, 0, 0, 1, 4))"
00140,"(4367, 195, -3515000, (0, 0, 1, 4, 0))"
00331,"(4365, 203, -4565000, (0, 0, 3, 3, 1))"
20223,"(4363, 217, -6395000, (2, 0, 2, 2, 3))"
03310,"(4363, 207, -5095000, (0, 3, 3, 1, 0))"
10040,"(4360, 183, -1990000, (1, 0, 0, 4, 0))"
01040,"(4359, 179, -1475000, (0, 1, 0, 4, 0))"
01004,"(4357, 189, -2785000, (0, 1, 0, 0, 4))"
00104,"(4352, 191, -3070000, (0, 0, 1, 0, 4))"
04010,"(4348, 180, -1660000, (0, 4, 0, 1, 0))"
10400,"(4345, 189, -2845000, (1, 0, 4, 0, 0))"
13031,"(4344, 192, -3240000, (1, 3, 0, 3, 1))"
04001,"(4335, 182, -1985000, (0, 4, 0, 0, 1))"
00401,"(4332, 193, -3430000, (0, 0, 4, 0, 1))"
40100,"(4328, 198, -4100000, (4, 0, 1, 0, 0))"
30222,"(4324, 192, -3340000, (3, 0, 2, 2, 2))"
40010,"(4319, 195, -3755000, (4, 0, 0, 1, 0))"
01313,"(4319, 170, -505000, (0, 1, 3, 1, 3))"
31130,"(4315, 167, -135000, (3, 1, 1, 3, 0))"
22132,"(4309, 171, -685000, (2, 2, 1, 3, 2))"
13130,"(4303, 183, -2275000, (1, 3, 1, 3, 0))"
03113,"(4303, 179, -1755000, (0, 3, 1, 1, 3))"
30131,"(4298, 173, -1000000, (3, 0, 1, 3, 1))"
11303,"(4285, 164, 105000, (1, 1, 3, 0, 3))"
03131,"(4281, 186, -2775000, (0, 3, 1, 3, 1))"
31031,"(4280, 170, -700000, (3, 1, 0, 3, 1))"
13103,"(4279, 188, -3045000, (1, 3, 1, 0, 3))"
10004,"(4272, 180, -2040000, (1, 0, 0, 0, 4))"
13013,"(4267, 184, -2585000, (1, 3, 0, 1, 3))"
10313,"(4265, 179, -1945000, (1, 0, 3, 1, 3))"
31113,"(4264, 207, -5590000, (3, 1, 1, 1, 3))"
31310,"(4259, 209, -5875000, (3, 1, 3, 1, 0))"
40001,"(4242, 188, -3230000, (4, 0, 0, 0, 1))"
31301,"(4233, 208, -5875000, (3, 1, 3, 0, 1))"
13301,"(4233, 203, -5225000, (1, 3, 3, 0, 1))"
10331,"(4230, 202, -5110000, (1, 0, 3, 3, 1))"
23122,"(4228, 181, -2390000, (2, 3, 1, 2, 2))"
10041,"(4223, 182, -2545000, (1, 0, 0, 4, 1))"
21322,"(4217, 174, -1535000, (2, 1, 3, 2, 2))"
21232,"(4208, 175, -1710000, (2, 1, 2, 3, 2))"
01041,"(4206, 179, -2240000, (0, 1, 0, 4, 1))"
33011,"(4206, 173, -1460000, (3, 3, 0, 1, 1))"
11033,"(4204, 193, -4070000, (1, 1, 0, 3, 3))"
03222,"(4203, 188, -3425000, (0, 3, 2, 2, 2))"
14001,"(4199, 185, -3055000, (1, 4, 0, 0, 1))"
01014,"(4199, 183, -2795000, (0, 1, 0, 1, 4))"
11040,"(4198, 176, -1890000, (1, 1, 0, 4, 0))"
30311,"(4196, 218, -7360000, (3, 0, 3, 1, 1))"
10410,"(4195, 187, -3335000, (1, 0, 4, 1, 0))"
00114,"(4193, 189, -3605000, (0, 0, 1, 1, 4))"
10140,"(4193, 187, -3345000, (1, 0, 1, 4, 0))"
01104,"(4193, 185, -3085000, (0, 1, 1, 0, 4))"
04110,"(4193, 179, -2305000, (0, 4, 1, 1, 0))"
01140,"(4192, 185, -3090000, (0, 1, 1, 4, 0))"
14010,"(4191, 184, -2965000, (1, 4, 0, 1, 0))"
11400,"(4191, 183, -2835000, (1, 1, 4, 0, 0))"
32220,"(4189, 200, -5055000, (3, 2, 2, 2, 0))"
14100,"(4189, 187, -3365000, (1, 4, 1, 0, 0))"
01401,"(4188, 183, -2850000, (0, 1, 4, 0, 1))"
04101,"(4188, 182, -2720000, (0, 4, 1, 0, 1))"
11330,"(4187, 193, -4155000, (1, 1, 3, 3, 0))"
41100,"(4186, 181, -2600000, (4, 1, 1, 0, 0))"
41010,"(4186, 179, -2340000, (4, 1, 0, 1, 0))"
01410,"(4185, 188, -3515000, (0, 1, 4, 1, 0))"
01133,"(4183, 191, -3915000, (0, 1, 1, 3, 3))"
00141,"(4182, 192, -4050000, (0, 0, 1, 4, 1))"
33101,"(4182, 172, -1450000, (3, 3, 1, 0, 1))"
00411,"(4180, 189, -3670000, (0, 0, 4, 1, 1))"
22312,"(4176, 168, -960000, (2, 2, 3, 1, 2))"
23220,"(4174, 184, -3050000, (2, 3, 2, 2, 0))"
02322,"(4173, 189, -3705000, (0, 2, 3, 2, 2))"
10133,"(4172, 197, -4750000, (1, 0, 1, 3, 3))"
22123,"(4166, 195, -4520000, (2, 2, 1, 2, 3))"
10401,"(4164, 181, -2710000, (1, 0, 4, 0, 1))"
02232,"(4163, 173, -1675000, (0, 2, 2, 3, 2))"
23212,"(4152, 187, -3550000, (2, 3, 2, 1, 2))"
33110,"(4149, 175, -2005000, (3, 3, 1, 1, 0))"
04011,"(4149, 174, -1875000, (0, 4, 0, 1, 1))"
22230,"(4145, 173, -1765000, (2, 2, 2, 3, 0))"
22320,"(4143, 192, -4245000, (2, 2, 3, 2, 0))"
01331,"(4141, 188, -3735000, (0, 1, 3, 3, 1))"
03311,"(4137, 192, -4275000, (0, 3, 3, 1, 1))"
40110,"(4135, 185, -3375000, (4, 0, 1, 1, 0))"
13310,"(4133, 197, -4945000, (1, 3, 3, 1, 0))"
02223,"(4131, 192, -4305000, (0, 2, 2, 2, 3))"
10014,"(4129, 177, -2365000, (1, 0, 0, 1, 4))"
21223,"(4127, 195, -4715000, (2, 1, 2, 2, 3))"
41001,"(4112, 171, -1670000, (4, 1, 0, 0, 1))"
11004,"(4111, 170, -1545000, (1, 1, 0, 0, 4))"
22213,"(4110, 194, -4670000, (2, 2, 2, 1, 3))"
32122,"(4109, 180, -2855000, (3, 2, 1, 2, 2))"
22222,"(4105, 187, -3785000, (2, 2, 2, 2, 2))"
10104,"(4105, 172, -1835000, (1, 0, 1, 0, 4))"
32212,"(4099, 188, -3945000, (3, 2, 2, 1, 2))"
31222,"(4088, 181, -3090000, (3, 1, 2, 2, 2))"
40011,"(4075, 180, -3025000, (4, 0, 0, 1, 1))"
31131,"(4072, 163, -830000, (3, 1, 1, 3, 1))"
40101,"(4068, 184, -3580000, (4, 0, 1, 0, 1))"
11313,"(4067, 157, -75000, (1, 1, 3, 1, 3))"
13131,"(4065, 177, -2685000, (1, 3, 1, 3, 1))"
13113,"(4053, 173, -2225000, (1, 3, 1, 1, 3))"
11041,"(4048, 173, -2250000, (1, 1, 0, 4, 1))"
01114,"(4014, 178, -3070000, (0, 1, 1, 1, 4))"
11140,"(4009, 179, -3225000, (1, 1, 1, 4, 0))"
14011,"(4008, 178, -3100000, (1, 4, 0, 1, 1))"
10141,"(4007, 186, -4145000, (1, 0, 1, 4, 1))"
14101,"(4003, 182, -3645000, (1, 4, 1, 0, 1))"
11401,"(4003, 173, -2475000, (1, 1, 4, 0, 1))"
11410,"(3997, 177, -3025000, (1, 1, 4, 1, 0))"
01141,"(3995, 181, -3555000, (0, 1, 1, 4, 1))"
10411,"(3994, 178, -3170000, (1, 0, 4, 1, 1))"
04111,"(3987, 173, -2555000, (0, 4, 1, 1, 1))"
31311,"(3985, 197, -5685000, (3, 1, 3, 1, 1))"
41110,"(3984, 171, -2310000, (4, 1, 1, 1, 0))"
14110,"(3982, 180, -3490000, (1, 4, 1, 1, 0))"
01411,"(3982, 177, -3100000, (0, 1, 4, 1, 1))"
11014,"(3951, 165, -1695000, (1, 1, 0, 1, 4))"
11331,"(3950, 180, -3650000, (1, 1, 3, 3, 1))"
10114,"(3947, 168, -2105000, (1, 0, 1, 1, 4))"
13222,"(3937, 181, -3845000, (1, 3, 2, 2, 2))"
11104,"(3937, 166, -1895000, (1, 1, 1, 0, 4))"
12232,"(3936, 163, -1510000, (1, 2, 2, 3, 2))"
41011,"(3930, 166, -1930000, (4, 1, 0, 1, 1))"
23221,"(3927, 172, -2725000, (2, 3, 2, 2, 1))"
32221,"(3923, 191, -5215000, (3, 2, 2, 2, 1))"
11133,"(3918, 180, -3810000, (1, 1, 1, 3, 3))"
41101,"(3917, 169, -2385000, (4, 1, 1, 0, 1))"
12322,"(3916, 180, -3820000, (1, 2, 3, 2, 2))"
13311,"(3905, 189, -5045000, (1, 3, 3, 1, 1))"
22321,"(3900, 176, -3380000, (2, 2, 3, 2, 1))"
33111,"(3896, 157, -930000, (3, 3, 1, 1, 1))"
22231,"(3895, 159, -1195000, (2, 2, 2, 3, 1))"
40111,"(3891, 171, -2775000, (4, 0, 1, 1, 1))"
12223,"(3869, 178, -3795000, (1, 2, 2, 2, 3))"
11141,"(3811, 175, -3695000, (1, 1, 1, 4, 1))"
32003,"(3809, 197, -6565000, (3, 2, 0, 0, 3))"
14111,"(3785, 174, -3695000, (1, 4, 1, 1, 1))"
11411,"(3780, 168, -2940000, (1, 1, 4, 1, 1))"
30023,"(3775, 190, -5825000, (3, 0, 0, 2, 3))"
11114,"(3755, 161, -2155000, (1, 1, 1, 1, 4))"
41111,"(3724, 159, -2050000, (4, 1, 1, 1, 1))"
03032,"(3718, 169, -3380000, (0, 3, 0, 3, 2))"
30320,"(3708, 180, -4860000, (3, 0, 3, 2, 0))"
30203,"(3699, 180, -4905000, (3, 0, 2, 0, 3))"
30230,"(3683, 140, 215000, (3, 0, 2, 3, 0))"
02033,"(3682, 169, -3560000, (0, 2, 0, 3, 3))"
20330,"(3679, 176, -4485000, (2, 0, 3, 3, 0))"
03023,"(3674, 151, -1260000, (0, 3, 0, 2, 3))"
02303,"(3668, 148, -900000, (0, 2, 3, 0, 3))"
23030,"(3656, 156, -2000000, (2, 3, 0, 3, 0))"
32030,"(3655, 144, -445000, (3, 2, 0, 3, 0))"
03203,"(3642, 158, -2330000, (0, 3, 2, 0, 3))"
33020,"(3630, 149, -1220000, (3, 3, 0, 2, 0))"
23003,"(3624, 172, -4240000, (2, 3, 0, 0, 3))"
03302,"(3622, 164, -3210000, (0, 3, 3, 0, 2))"
00323,"(3611, 154, -1965000, (0, 0, 3, 2, 3))"
32103,"(3608, 186, -6140000, (3, 2, 1, 0, 3))"
03230,"(3607, 157, -2375000, (0, 3, 2, 3, 0))"
30032,"(3607, 149, -1335000, (3, 0, 0, 3, 2))"
32013,"(3604, 182, -5640000, (3, 2, 0, 1, 3))"
32300,"(3593, 175, -4785000, (3, 2, 3, 0, 0))"
30123,"(3588, 177, -5070000, (3, 0, 1, 2, 3))"
31023,"(3582, 178, -5230000, (3, 1, 0, 2, 3))"
33002,"(3578, 157, -2520000, (3, 3, 0, 0, 2))"
00042,"(3569, 150, -1655000, (0, 0, 0, 4, 2))"
20033,"(3556, 164, -3540000, (2, 0, 0, 3, 3))"
42000,"(3556, 155, -2370000, (4, 2, 0, 0, 0))"
04200,"(3554, 158, -2770000, (0, 4, 2, 0, 0))"
00420,"(3546, 166, -3850000, (0, 0, 4, 2, 0))"
13032,"(3541, 167, -4005000, (1, 3, 0, 3, 2))"
20040,"(3535, 145, -1175000, (2, 0, 0, 4, 0))"
31203,"(3528, 169, -4330000, (3, 1, 2, 0, 3))"
02400,"(3524, 144, -1100000, (0, 2, 4, 0, 0))"
30213,"(3521, 178, -5535000, (3, 0, 2, 1, 3))"
04002,"(3521, 142, -855000, (0, 4, 0, 0, 2))"
02004,"(3520, 160, -3200000, (0, 2, 0, 0, 4))"
00240,"(3512, 155, -2590000, (0, 0, 2, 4, 0))"
24000,"(3511, 157, -2855000, (2, 4, 0, 0, 0))"
00024,"(3504, 167, -4190000, (0, 0, 0, 2, 4))"
40020,"(3502, 153, -2380000, (4, 0, 0, 2, 0))"
03132,"(3500, 164, -3820000, (0, 3, 1, 3, 2))"
31320,"(3496, 169, -4490000, (3, 1, 3, 2, 0))"
30231,"(3496, 132, 320000, (3, 0, 2, 3, 1))"
